CASEID,PARTID,VARIATIONID,TIME,POSX,POSY,POSZ,POSPHI,POSTHETA,POSPSI,VX,VY,VZ,AX,AY,AZ,MUE,REC
1,1,0,0.255,-78.0543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.256,-78.0376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.257,-78.0209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.258,-78.0043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.259,-77.9876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.26,-77.9709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.261,-77.9543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.262,-77.9376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.263,-77.9209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.264,-77.9043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.265,-77.8876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.266,-77.8709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.267,-77.8543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.268,-77.8376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.269,-77.8209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.27,-77.8043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
